position,title,result_id,publication_info,link,Authors,Year,google_scholar_url,page_number,keyword
15,Technology and conflict: Group processes and collective violence in the Internet era,YrJJThfPDrAJ,"RK Moule, SH Decker, DC Pyrooz - Crime, Law and Social Change, 2017 - Springer",https://link.springer.com/article/10.1007/s10611-016-9661-3,"RK Moule, SH Decker, DC Pyrooz",2017,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,2,impression management
16,School burnout and intimate partner violence: The role of self-control,VuVwvYk-18QJ,"AN Cooper, GS Seibert, RW May, MC Fitzgerald… - Personality and …, 2017 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0191886917301265,"AN Cooper, GS Seibert, RW May, MC Fitzgerald…",2017,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,2,impression management
17,Unlocking the energy dynamics of executive functioning: Linking executive functioning to brain glycogen,j9_eOtYnRK4J,"MT Gailliot - Perspectives on Psychological Science, 2008 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1111/j.1745-6924.2008.00077.x,MT Gailliot,2008,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,2,impression management
18,The effortful and energy-demanding nature of prosocial behavior.,rsDyapxfOv4J,MT Gailliot - 2010 - psycnet.apa.org,https://psycnet.apa.org/record/2009-08941-009,MT Gailliot,2010,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,2,impression management
19,The role of self-regulation in voice therapy,_-elmxud0bMJ,"LA Vinney, LS Turkstra - Journal of Voice, 2013 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0892199713000040,"LA Vinney, LS Turkstra",2013,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,2,impression management
0,Can one's temper be cooled? A role for agreeableness in moderating neuroticism's influence on anger and aggression,h2K0uHdR0fMJ,"S Ode, MD Robinson, BM Wilkowski - Journal of research in personality, 2008 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0092656607000694,"S Ode, MD Robinson, BM Wilkowski",2008,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,impression management
1,Out of control: A self-control perspective on the link between surface acting and abusive supervision.,Ca-9hbROs7IJ,"KC Yam, R Fehr, FT Keng-Highberger… - Journal of Applied …, 2016 - psycnet.apa.org",https://psycnet.apa.org/journals/apl/101/2/292.html?uid=2015-33098-001,"KC Yam, R Fehr, FT Keng",2016,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,impression management
2,The strength model of self-control,jFLfCw51QkMJ,"RF Baumeister, KD Vohs… - Current directions in …, 2007 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1111/j.1467-8721.2007.00534.x,"RF Baumeister, KD Vohs…",2007,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,impression management
3,Self-control and Self-consciousness: Regulation or Acceleration of Self-discrepancy Distress?,6oeDenf-UnUJ,"M Mestvirishvili, N Mestvirishvili - Polish Psychological Bulletin, 2021 - cejsh.icm.edu.pl",http://cejsh.icm.edu.pl/cejsh/element/bwmeta1.element.oai-journals-pan-pl-120161/c/oai-journals-pan-pl-120161_full-text_2021-01-PPB-02-Mestvirishvili.pdf-3,"M Mestvirishvili, N Mestvirishvili",2021,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,impression management
4,Having Used Self-Control Reduces Emotion Regulation—Emotion Regulation as Relying on Interchangeably Used “Self-Control Energy”,CyDrmUAEQpIJ,"MT Gailliot, A Zell, RF Baumeister - Open Access Library Journal, 2014 - scirp.org",https://www.scirp.org/pdf/oalibj_2016032313410188.pdf,"MT Gailliot, A Zell, RF Baumeister",2014,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,impression management
5,"Self‐regulation and personality: How interventions increase regulatory success, and how depletion moderates the effects of traits on behavior",-AW2taSMeyQJ,"RF Baumeister, M Gailliot, CN DeWall… - Journal of …, 2006 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-6494.2006.00428.x,"RF Baumeister, M Gailliot, CN DeWall…",2006,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,impression management
6,Passionate thinkers feel better,wjE3bPczEdAJ,"A Bertrams, O Dickhäuser - Journal of Individual Differences, 2012 - econtent.hogrefe.com",https://econtent.hogrefe.com/doi/full/10.1027/1614-0001/a000081,"A Bertrams, O Dickhäuser",2012,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,impression management
7,Telepressure and college student employment: The costs of staying connected across social contexts,75fMZRRft78J,"LK Barber, AM Santuzzi - Stress and Health, 2017 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1002/smi.2668,"LK Barber, AM Santuzzi",2017,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,impression management
8,Unethical for the sake of the group: risk of social exclusion and pro-group unethical behavior.,mpCYoLlxHlIJ,"S Thau, R Derfler-Rozin, M Pitesa… - Journal of applied …, 2015 - psycnet.apa.org",https://psycnet.apa.org/doiLanding?doi=10.1037/a0036708,"S Thau, R Derfler",2015,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,impression management
9,The role of self-regulation in derogating attractive alternatives,_7zU2UIGS1QJ,"SM Ritter, JC Karremans, HT van Schie - Journal of Experimental Social …, 2010 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0022103110000375,"SM Ritter, JC Karremans, HT van Schie",2010,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,impression management
10,Self-regulation: How and why people reach (and fail to reach) their goals,LV-D8desGQ0J,"KD Vohs, BJ Schmeichel - The self, 2007 - books.google.com",https://books.google.com/books?hl=en&lr=&id=oRVuj0QZlecC&oi=fnd&pg=PA139&dq=%22impression+management%22&ots=8T--BHXPXV&sig=oQ2IEN0SuDPEf8PrSjhl6_rY00g,"KD Vohs, BJ Schmeichel",2007,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,impression management
11,Can agreeableness turn gray skies blue? A role for agreeableness in moderating neuroticism-linked dysphoria,kqPpL_wuCaUJ,"S Ode, MD Robinson - Journal of Social and Clinical Psychology, 2009 - Guilford Press",https://guilfordjournals.com/doi/abs/10.1521/jscp.2009.28.4.436,"S Ode, MD Robinson",2009,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,impression management
12,Self-enhancement: Food for thought,C4w9iAE4YhIJ,"C Sedikides, AP Gregg - Perspectives on Psychological …, 2008 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1111/j.1745-6916.2008.00068.x,"C Sedikides, AP Gregg",2008,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,impression management
13,"Examining the relationships between sub-clinical psychopathic traits with shame, guilt and externalisation response tendencies to everyday transgressions",_dqSnuBNotgJ,"CE Prado, MS Treeby, SF Crowe - The Journal of Forensic …, 2016 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/14789949.2016.1167933,"CE Prado, MS Treeby, SF Crowe",2016,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,impression management
14,Self-regulation and close relationships.,vTxXkJramRgJ,"RF Baurneister, TF Stillman - 2008 - psycnet.apa.org",https://psycnet.apa.org/record/2007-02441-007,"RF Baurneister, TF Stillman",2008,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,impression management
15,Desire to be ethical or ability to self‐control: Which is more crucial for ethical behavior?,MOUPTz9TpowJ,"T Rua, L Lawter, J Andreassi - Business Ethics: A European …, 2017 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1111/beer.12145,"T Rua, L Lawter, J Andreassi",2017,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,impression management
16,Profiles of problematic smartphone users: A comparison of South Korean and US college students,WJ1N9w_6OlgJ,"E Panek, H Khang, Y Liu, YG Chae - Korea Observer, 2018 - elliotpanek.com",http://www.elliotpanek.com/s/Korea-Observer-49-3_03_Elliot-Panek.pdf,"E Panek, H Khang, Y Liu, YG Chae",2018,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,impression management
