position,title,result_id,publication_info,link,Authors,Year,google_scholar_url,page_number,keyword
0,Mother and father socially desirable responding in nine countries: Two kinds of agreement and relations to parenting self‐reports,hHKuvW37-PUJ,"MH Bornstein, DL Putnick, JE Lansford… - International Journal …, 2015 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1002/ijop.12084,"MH Bornstein, DL Putnick, JE Lansford…",2015,https://scholar.google.com/scholar?q=%22socially+desirable+responding%22&cites=6099775482241657013&hl=en&start=120&num=21&as_ylo=2004&as_yhi=2022&as_sdt=40005&as_vis=1&scipsc=1,1,socially desirable responding
1,The Balanced inventory of desirable responding (BIDR) a reliability generalization study,FCI7OyakZS8J,"A Li, J Bagger - Educational and psychological measurement, 2007 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1177/0013164406292087,"A Li, J Bagger",2007,https://scholar.google.com/scholar?q=%22socially+desirable+responding%22&cites=6099775482241657013&hl=en&start=120&num=21&as_ylo=2004&as_yhi=2022&as_sdt=40005&as_vis=1&scipsc=1,1,socially desirable responding
2,Struggling to be liked: The prospective effect of trait self‐control on social desirability and the moderating role of agreeableness,QCcF1GGHZRkJ,"O Stavrova, MD Kokkoris - International Journal of Psychology, 2019 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1002/ijop.12444,"O Stavrova, MD Kokkoris",2019,https://scholar.google.com/scholar?q=%22socially+desirable+responding%22&cites=6099775482241657013&hl=en&start=120&num=21&as_ylo=2004&as_yhi=2022&as_sdt=40005&as_vis=1&scipsc=1,1,socially desirable responding
3,Transgression as addiction: Religiosity and moral disapproval as predictors of perceived addiction to pornography,rfUInbBwUMgJ,"JB Grubbs, JJ Exline, KI Pargament, JN Hook… - Archives of Sexual …, 2015 - Springer",https://link.springer.com/article/10.1007/s10508-013-0257-z,"JB Grubbs, JJ Exline, KI Pargament, JN Hook…",2015,https://scholar.google.com/scholar?q=%22socially+desirable+responding%22&cites=6099775482241657013&hl=en&start=120&num=21&as_ylo=2004&as_yhi=2022&as_sdt=40005&as_vis=1&scipsc=1,1,socially desirable responding
4,Predicting pornography use over time: Does self-reported “addiction” matter?,gdFeaLWx0uUJ,"JB Grubbs, JA Wilt, JJ Exline, KI Pargament - Addictive Behaviors, 2018 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0306460318300935,"JB Grubbs, JA Wilt, JJ Exline, KI Pargament",2018,https://scholar.google.com/scholar?q=%22socially+desirable+responding%22&cites=6099775482241657013&hl=en&start=120&num=21&as_ylo=2004&as_yhi=2022&as_sdt=40005&as_vis=1&scipsc=1,1,socially desirable responding
5,"High-school students' need for cognition, self-control capacity, and school achievement: Testing a mediation hypothesis",4g9Pfb1hfQ8J,"A Bertrams, O Dickhäuser - Learning and Individual Differences, 2009 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1041608008000575,"A Bertrams, O Dickhäuser",2009,https://scholar.google.com/scholar?q=%22socially+desirable+responding%22&cites=6099775482241657013&hl=en&start=120&num=21&as_ylo=2004&as_yhi=2022&as_sdt=40005&as_vis=1&scipsc=1,1,socially desirable responding
6,An examination of the role of self-control and impact of ego depletion on integrity testing,dM-E28-4SOQJ,"JD Bazzy, DJ Woehr, J Borns - Basic and Applied Social …, 2017 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/01973533.2017.1283502,"JD Bazzy, DJ Woehr, J Borns",2017,https://scholar.google.com/scholar?q=%22socially+desirable+responding%22&cites=6099775482241657013&hl=en&start=120&num=21&as_ylo=2004&as_yhi=2022&as_sdt=40005&as_vis=1&scipsc=1,1,socially desirable responding
7,Are social desirability scales desirable? A meta‐analytic test of the validity of social desirability scales in the context of prosocial behavior,Z9AW3-sXWSoJ,"L Lanz, I Thielmann, FH Gerpott - Journal of personality, 2022 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1111/jopy.12662,"L Lanz, I Thielmann, FH Gerpott",2022,https://scholar.google.com/scholar?q=%22socially+desirable+responding%22&cites=6099775482241657013&hl=en&start=120&num=21&as_ylo=2004&as_yhi=2022&as_sdt=40005&as_vis=1&scipsc=1,1,socially desirable responding
8,Validating the voodoo doll task as a proxy for aggressive parenting behavior.,Nk24lEWOt74J,"RJ McCarthy, JL Crouch, AR Basham… - Psychology of …, 2016 - psycnet.apa.org",https://psycnet.apa.org/buy/2014-49432-001,"RJ McCarthy, JL Crouch, AR Basham…",2016,https://scholar.google.com/scholar?q=%22socially+desirable+responding%22&cites=6099775482241657013&hl=en&start=120&num=21&as_ylo=2004&as_yhi=2022&as_sdt=40005&as_vis=1&scipsc=1,1,socially desirable responding
9,Tightwads and spendthrifts,gflgFVtEYQQJ,"SI Rick, CE Cryder… - Journal of consumer …, 2008 - academic.oup.com",https://academic.oup.com/jcr/article-abstract/34/6/767/1845388,"SI Rick, CE Cryder…",2008,https://scholar.google.com/scholar?q=%22socially+desirable+responding%22&cites=6099775482241657013&hl=en&start=120&num=21&as_ylo=2004&as_yhi=2022&as_sdt=40005&as_vis=1&scipsc=1,1,socially desirable responding
10,Passionate thinkers feel better,wjE3bPczEdAJ,"A Bertrams, O Dickhäuser - Journal of Individual Differences, 2012 - econtent.hogrefe.com",https://econtent.hogrefe.com/doi/full/10.1027/1614-0001/a000081,"A Bertrams, O Dickhäuser",2012,https://scholar.google.com/scholar?q=%22socially+desirable+responding%22&cites=6099775482241657013&hl=en&start=120&num=21&as_ylo=2004&as_yhi=2022&as_sdt=40005&as_vis=1&scipsc=1,1,socially desirable responding
11,Action versus state orientation moderates the impact of executive functioning on real-life self-control.,D7FTIZoqTh8J,"M Wolff, KM Krönke, J Venz, A Kräplin… - Journal of …, 2016 - psycnet.apa.org",https://psycnet.apa.org/doiLanding?doi=10.1037/xge0000229,"M Wolff, KM Krönke, J Venz, A Kräplin…",2016,https://scholar.google.com/scholar?q=%22socially+desirable+responding%22&cites=6099775482241657013&hl=en&start=120&num=21&as_ylo=2004&as_yhi=2022&as_sdt=40005&as_vis=1&scipsc=1,1,socially desirable responding
12,Measuring Social Desirability Using a Novel Machine Learning Approach Based on EEG Data.,iFa2rkfddMgJ,"H Baumgartl, P Roessler, D Sauter, R Buettner - PACIS, 2020 - prof-buettner.de",http://www.prof-buettner.de/downloads/baumgartl2020e.pdf,"H Baumgartl, P Roessler, D Sauter, R Buettner",2020,https://scholar.google.com/scholar?q=%22socially+desirable+responding%22&cites=6099775482241657013&hl=en&start=120&num=21&as_ylo=2004&as_yhi=2022&as_sdt=40005&as_vis=1&scipsc=1,1,socially desirable responding
13,Rethinking social desirability scales: From impression management to interpersonally oriented self-control,4zP45n2WwxMJ,"L Uziel - Perspectives on Psychological Science, 2010 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1177/1745691610369465,L Uziel,2010,https://scholar.google.com/scholar?q=%22socially+desirable+responding%22&cites=6099775482241657013&hl=en&start=120&num=21&as_ylo=2004&as_yhi=2022&as_sdt=40005&as_vis=1&scipsc=1,1,socially desirable responding
14,"Relations among mindfulness, achievement-related self-regulation, and achievement emotions",zdp4OIUKIEwJ,"AJ Howell, K Buro - Journal of Happiness Studies, 2011 - Springer",https://link.springer.com/article/10.1007/s10902-010-9241-7,"AJ Howell, K Buro",2011,https://scholar.google.com/scholar?q=%22socially+desirable+responding%22&cites=6099775482241657013&hl=en&start=120&num=21&as_ylo=2004&as_yhi=2022&as_sdt=40005&as_vis=1&scipsc=1,1,socially desirable responding
15,Can negative emotions increase students' plagiarism and cheating?,GOWy34yQrzAJ,"IK Tindall, KW Fu, K Tremayne… - International …, 2021 - edintegrity.biomedcentral.com",https://edintegrity.biomedcentral.com/articles/10.1007/s40979-021-00093-7,"IK Tindall, KW Fu, K Tremayne…",2021,https://scholar.google.com/scholar?q=%22socially+desirable+responding%22&cites=6099775482241657013&hl=en&start=120&num=21&as_ylo=2004&as_yhi=2022&as_sdt=40005&as_vis=1&scipsc=1,1,socially desirable responding
