position,title,result_id,publication_info,link,Authors,Year,google_scholar_url,page_number,keyword
10,Development and Validation of the Positive Affect Reduction Scale,UIbqpe0d9RcJ,BK Randazzo - 2015 - search.proquest.com,https://search.proquest.com/openview/36bf645f4e774eb2b8c7a65257fbcb70/1?pq-origsite=gscholar&cbl=18750,BK Randazzo,2015,"https://scholar.google.com/scholar?q=%22self-deceptive+enhancement%22&cites=6099775482241657013&hl=en&start=20&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,36&as_vis=1&scipsc=1",1,self-deceptive enhancement
11,Social anxiety in relation to self-control depletion following social interactions,JmURqpcIK3YJ,"GNC BlaCkhart, J Williamson… - Journal of social and …, 2015 - Guilford Press",https://guilfordjournals.com/doi/abs/10.1521/jscp.2015.34.9.747,"GNC BlaCkhart, J Williamson…",2015,"https://scholar.google.com/scholar?q=%22self-deceptive+enhancement%22&cites=6099775482241657013&hl=en&start=20&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,36&as_vis=1&scipsc=1",1,self-deceptive enhancement
12,Is the HEXACO the new black? An examination of the predictive validity of NEO-PI-3 and the HEXACO-PI-R to determine if the six factor model of personality provides …,1hRlJXfRlpEJ,A Wilson - 2016 - ro.uow.edu.au,https://ro.uow.edu.au/theses/4971/,A Wilson,2016,"https://scholar.google.com/scholar?q=%22self-deceptive+enhancement%22&cites=6099775482241657013&hl=en&start=20&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,36&as_vis=1&scipsc=1",1,self-deceptive enhancement
13,Pride: A meta-analytic project.,9x7R1W6jalgJ,"LR Dickens, RW Robins - Emotion, 2020 - psycnet.apa.org",https://psycnet.apa.org/record/2020-84573-001,"LR Dickens, RW Robins",2020,"https://scholar.google.com/scholar?q=%22self-deceptive+enhancement%22&cites=6099775482241657013&hl=en&start=20&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,36&as_vis=1&scipsc=1",1,self-deceptive enhancement
14,A study protocol to assess the feasibility of conducting an evaluation trial of the ADVANCE integrated intervention to address both substance use and intimate …,DB6vp4NMztsJ,"G Gilchrist, S Landau, P Radcliffe, M McMurran… - Pilot and feasibility …, 2020 - Springer",https://link.springer.com/article/10.1186/s40814-020-00580-7,"G Gilchrist, S Landau, P Radcliffe, M McMurran…",2020,"https://scholar.google.com/scholar?q=%22self-deceptive+enhancement%22&cites=6099775482241657013&hl=en&start=20&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,36&as_vis=1&scipsc=1",1,self-deceptive enhancement
15,The Impulsive Applicant: Self-Control as a Predictor of Applicant Faking and Organizational Deviance,ySyNilmKZRcJ,JA Isaacson - 2012 - search.proquest.com,https://search.proquest.com/openview/c9a08bf07e7363d40b3dfa32aad01009/1?pq-origsite=gscholar&cbl=18750,JA Isaacson,2012,"https://scholar.google.com/scholar?q=%22self-deceptive+enhancement%22&cites=6099775482241657013&hl=en&start=20&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,36&as_vis=1&scipsc=1",1,self-deceptive enhancement
16,"Gail Gilchrist1, Sabine Landau2, Polly Radcliffe1, Mary McMurran3, Gene Feder4, Caroline Easton5, Steve Parrott6, Sara Kirkpatrick7, Juliet Henderson1 …",gJegBqpiNJkJ,"G Halliwell, S Dheensa, C Berbary, J Li… - 2020 - pilotfeasibilitystudies.biomedcentral …",https://pilotfeasibilitystudies.biomedcentral.com/track/pdf/10.1186/s40814-020-00580-7.pdf,"G Halliwell, S Dheensa, C Berbary, J Li…",2020,"https://scholar.google.com/scholar?q=%22self-deceptive+enhancement%22&cites=6099775482241657013&hl=en&start=20&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,36&as_vis=1&scipsc=1",1,self-deceptive enhancement
17,Overcontrolled Tendencies in Refractory Depression compared to Acute Non-Chronic Depression; The Importance of Treating Maladaptive Personality Style,S2DR8B4K6QoJ,G Taylor - 2013 - ore.exeter.ac.uk,https://ore.exeter.ac.uk/repository/handle/10871/14052,G Taylor,2013,"https://scholar.google.com/scholar?q=%22self-deceptive+enhancement%22&cites=6099775482241657013&hl=en&start=20&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,36&as_vis=1&scipsc=1",1,self-deceptive enhancement
18,An ego effectiveness perspective of successful self-control: An individual difference and its links to social functioning and well-being,76mQ0WoKdCwJ,"MD Robinson, MR Persich, RL Irvin - Journal of Research in Personality, 2022 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0092656622000204,"MD Robinson, MR Persich, RL Irvin",2022,"https://scholar.google.com/scholar?q=%22self-deceptive+enhancement%22&cites=6099775482241657013&hl=en&start=20&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,36&as_vis=1&scipsc=1",1,self-deceptive enhancement
19,An empirical test of the dimensionality of self-control,cM7mpG5bexwJ,CA Tunze - 2012 - search.proquest.com,https://search.proquest.com/openview/b3bb3305acc3f41e4f3da991a1957340/1?pq-origsite=gscholar&cbl=18750,CA Tunze,2012,"https://scholar.google.com/scholar?q=%22self-deceptive+enhancement%22&cites=6099775482241657013&hl=en&start=20&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,36&as_vis=1&scipsc=1",1,self-deceptive enhancement
0,Why Experienced Incivility Triggers Instigated Incivility: Combining the Affect-based and Resource-based Pathways,WMflEfF2PZoJ,X Peng - 2020 - stars.library.ucf.edu,https://stars.library.ucf.edu/etd2020/114/,X Peng,2020,"https://scholar.google.com/scholar?q=%22self-deceptive+enhancement%22&cites=6099775482241657013&hl=en&start=20&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,36&as_vis=1&scipsc=1",2,self-deceptive enhancement
